seq	kingdom	phylum	class	order	family	genus	species
seq_2671	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_2686	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_2688	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_2705	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	NA	NA
seq_2722	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_2740	Plantae	Tracheophyta	Magnoliopsida	Rosales	Urticaceae	Parietaria	Parietaria sp.
seq_2784	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus domestica
seq_2794	Plantae	Tracheophyta	Magnoliopsida	Rosales	Elaeagnaceae	Hippophae	Hippophae rhamnoides
seq_2796	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Raphanus	Raphanus sp.
seq_2833	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Cirsium	Cirsium arvense
seq_2855	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus strobus
seq_2860	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_2869	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_2872	Plantae	Tracheophyta	Pinopsida	Pinales	Taxaceae	Taxus	Taxus baccata
seq_2879	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Picea	Picea sp.
seq_2891	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_2893	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus robur
seq_2897	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_2909	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex brizoides
seq_2912	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	Vicia faba
seq_2924	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Viburnaceae	Viburnum	Viburnum opulus
seq_2942	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	NA	NA
seq_2944	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_2964	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_2970	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_2980	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_2983	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_3008	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Cirsium	Cirsium oleraceum
seq_3037	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_3039	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Capsella	Capsella sp.
seq_3047	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_3049	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_3084	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae	Leptolejeunea	Leptolejeunea maculata
seq_3104	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_3136	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus communis
seq_3151	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_3163	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_3172	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus bifrons
seq_3187	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla sp.
seq_3211	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_3244	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Onagraceae	Epilobium	Epilobium montanum
seq_3280	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Achillea	Achillea sp.
seq_3307	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_3356	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_3365	Plantae	Tracheophyta	Magnoliopsida	Fagales	Betulaceae	Corylus	Corylus avellana
seq_3380	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_3404	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla	Alchemilla xanthochlora
seq_3420	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_3455	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Holcus	Holcus mollis
seq_3456	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_3475	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Atriplex	Atriplex rosea
seq_3484	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Borago	Borago officinalis
seq_3488	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_3513	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Ammi	Ammi majus
seq_3573	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_3578	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer monspessulanum
seq_3581	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_3585	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia vulgaris
seq_3597	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_3631	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Wisteria	Wisteria sinensis
seq_3649	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_3659	Plantae	Tracheophyta	Magnoliopsida	Proteales	Platanaceae	Platanus	Platanus sp.
seq_3679	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Hordeum	Hordeum murinum
seq_3694	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_3744	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_3757	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_3790	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_3840	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_3841	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_3854	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_3899	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Sagina	Sagina procumbens
seq_3907	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_3909	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_3914	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_3928	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Achillea	Achillea setacea
seq_3952	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_3964	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_3965	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_3970	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	NA	NA
seq_3984	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_3994	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_4060	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Setaria	Setaria sp.
seq_4074	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_4075	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Althaea	Althaea officinalis
seq_4092	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_4103	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Solidago	Solidago canadensis
seq_4108	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Lolium	Lolium temulentum
seq_4111	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa gallica
seq_4131	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_4162	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_4167	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Alliaria	Alliaria petiolata
seq_4178	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_4208	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Lolium	Lolium multiflorum
seq_4253	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_4333	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Pastinaca	Pastinaca sativa
seq_4398	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	NA	NA
seq_4403	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus padus
seq_4424	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_4431	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus sp.
seq_4455	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Laserpitium	Laserpitium latifolium
seq_4462	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_4476	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_4521	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Achillea	Achillea millefolium
seq_4537	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_4556	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_4564	Plantae	Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Allium	Allium ampeloprasum
seq_4603	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_4605	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Crassulaceae	Hylotelephium	Hylotelephium telephium
seq_4623	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Stellaria	Stellaria media
seq_4626	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Hypochaeris	Hypochaeris radicata
seq_4665	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea	Centaurea jacea
seq_4693	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_4702	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Galega	Galega officinalis
seq_4717	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Papaver	Papaver rhoeas
seq_4719	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Mycelis	Mycelis muralis
seq_4723	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Aegopodium	Aegopodium podagraria
seq_4733	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_4749	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_4751	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_4793	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_4808	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_4834	Plantae	Bryophyta	Bryopsida	Hypnales	Scorpidiaceae	Sanionia	Sanionia sp.
seq_4877	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	NA	NA
seq_4879	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_4959	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa rugosa
seq_4996	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Scrophularia	Scrophularia nodosa
seq_5026	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Panicum	Panicum virgatum
seq_5050	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Onobrychis	Onobrychis montana
seq_5060	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_5072	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Cicer	Cicer arietinum
seq_5091	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Alopecurus	Alopecurus sp.
seq_5121	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	Lotus corniculatus
seq_5166	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_5198	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus foliosus
seq_5200	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Torilis	Torilis japonica
seq_5209	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_5236	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_5248	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_5271	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_5284	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Viburnaceae	Sambucus	Sambucus racemosa
seq_5286	Plantae	Tracheophyta	Magnoliopsida	Ericales	Balsaminaceae	Impatiens	Impatiens parviflora
seq_5296	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_5333	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Melilotus	Melilotus albus
seq_5334	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Berula	Berula erecta
seq_5356	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Triticum	Triticum turgidum
seq_5374	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Anacardiaceae	Rhus	Rhus typhina
seq_5385	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Cirsium	Cirsium sp.
seq_5410	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Thuja	Thuja occidentalis
seq_5417	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_5430	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Galium	Galium sylvaticum
seq_5443	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Cirsium	Cirsium vulgare
seq_5472	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_5502	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Calamagrostis	Calamagrostis pseudophragmites
seq_5513	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Nardus	Nardus stricta
seq_5579	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_5604	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_5624	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_5735	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Matricaria	Matricaria chamomilla
seq_5739	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	Rumex thyrsiflorus
seq_5750	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Hibiscus	Hibiscus syriacus
seq_5759	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_5788	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_5796	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_5812	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	NA	NA
seq_5818	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_5822	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_5826	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_5844	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Melilotus	Melilotus altissimus
seq_5853	Plantae	Tracheophyta	Magnoliopsida	Geraniales	Geraniaceae	Geranium	Geranium endressii
seq_5903	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_5937	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_5957	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Clematis	Clematis vitalba
seq_5969	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_5985	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_5987	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_5996	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus massoniana
seq_6058	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Cupressus	Cupressus sp.
seq_6059	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Cardamine	Cardamine flexuosa
seq_6065	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Chenopodium	Chenopodium ficifolium
seq_6088	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla indica
seq_6099	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_6128	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_6134	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Orthocarpus	Orthocarpus luteus
seq_6142	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_6166	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Digitalis	Digitalis purpurea
seq_6175	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia stricta
seq_6176	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Tilia	Tilia platyphyllos
seq_6206	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pulmonaria	Pulmonaria officinalis
seq_6210	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Solidago	Solidago gigantea
seq_6233	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus avium
seq_6248	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_6250	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_6256	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_6276	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Tilia	Tilia cordata
seq_6283	Plantae	Marchantiophyta	Marchantiopsida	Marchantiales	Marchantiaceae	Marchantia	Marchantia quadrata
seq_6289	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Anethum	Anethum graveolens
seq_6302	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Myrtus	Myrtus communis
seq_6310	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Veronicastrum	Veronicastrum sp.
seq_6336	Plantae	Tracheophyta	Magnoliopsida	Cornales	Hydrangeaceae	Hydrangea	Hydrangea arborescens
seq_6380	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus sabina
seq_6381	Plantae	Tracheophyta	Magnoliopsida	Geraniales	Geraniaceae	Geranium	Geranium pyrenaicum
seq_6471	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Agrostis	Agrostis gigantea
seq_6512	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_6514	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_6553	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Scirpus	Scirpus sylvaticus
seq_6573	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Cardamine	Cardamine sp.
seq_6576	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Coriandrum	Coriandrum sativum
seq_6660	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_6676	Plantae	Bryophyta	Polytrichopsida	Polytrichales	Polytrichaceae	Atrichum	Atrichum angustatum
seq_6680	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus mugo
seq_6691	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_6733	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_6756	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Stellaria	Stellaria graminea
seq_6758	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Avena	Avena barbata
seq_6759	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Petroselinum	Petroselinum crispum
seq_6767	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Picea	Picea engelmannii
seq_6775	Plantae	Tracheophyta	Magnoliopsida	Cornales	Hydrangeaceae	Hydrangea	Hydrangea paniculata
seq_6828	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea	Centaurea montana
seq_6831	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Panicum	Panicum sp.
seq_6869	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Argentina	Argentina anserina
seq_6882	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_6901	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium	Cerastium sp.
seq_6919	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Eragrostis	Eragrostis sp.
seq_6936	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Crassulaceae	Petrosedum	Petrosedum amplexicaule
seq_6960	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Veronica	Veronica serpyllifolia
seq_6974	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Panicum	Panicum capillare
seq_7000	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_7019	Plantae	Tracheophyta	Magnoliopsida	Geraniales	Geraniaceae	Geranium	Geranium sylvaticum
seq_7036	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_7059	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	Rumex acetosa
seq_7060	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Onagraceae	Circaea	Circaea sp.
seq_7078	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Orobanche	Orobanche minor
seq_7084	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_7090	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Sanguisorba	Sanguisorba officinalis
seq_7109	Plantae	Tracheophyta	NA	NA	NA	NA	NA
seq_7116	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Cichorium	Cichorium intybus
seq_7120	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_7123	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Dasiphora	Dasiphora fruticosa
seq_7131	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix sp.
seq_7151	Plantae	Bryophyta	Bryopsida	Hypnales	Brachytheciaceae	Rhynchostegium	Rhynchostegium murale
seq_7179	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla sterilis
seq_7186	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Sonchus	Sonchus arvensis
seq_7198	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus polyanthemos
seq_7212	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Festuca	Festuca magellanica
seq_7226	Plantae	Bryophyta	Bryopsida	Hypnales	Scorpidiaceae	Sanionia	Sanionia uncinata
seq_7258	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Salsola	Salsola tragus
seq_7271	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Hypericaceae	Hypericum	Hypericum tetrapterum
seq_7279	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_7281	Plantae	Tracheophyta	Magnoliopsida	Fagales	Betulaceae	Betula	Betula pubescens
seq_7304	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Tamaricaceae	Tamarix	Tamarix sp.
seq_7330	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_7338	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_7349	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tragopogon	Tragopogon sp.
seq_7350	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Carum	Carum carvi
seq_7371	Plantae	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	NA	NA
seq_7386	Plantae	Tracheophyta	NA	NA	NA	NA	NA
seq_7395	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Agrostis	Agrostis canina
seq_7405	Plantae	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Campylophyllopsis	Campylophyllopsis calcarea
seq_7415	Plantae	Bryophyta	Polytrichopsida	Tetraphidales	Tetraphidaceae	Tetraphis	Tetraphis pellucida
seq_7421	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Hypericaceae	Hypericum	Hypericum calycinum
seq_7436	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Euphrasia	Euphrasia sp.
seq_7439	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus mahaleb
seq_7442	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Eriocapitella	Eriocapitella hupehensis
seq_7449	Plantae	Tracheophyta	Magnoliopsida	Rosales	Urticaceae	Parietaria	Parietaria judaica
seq_7465	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus cerasifera
seq_7473	Plantae	Tracheophyta	Liliopsida	Poales	Juncaceae	Juncus	Juncus sp.
seq_7479	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Lysimachia	Lysimachia arvensis
