seq	kingdom	phylum	class	order	family	genus	species
seq_09082	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	Lotus pedunculatus
seq_09103	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Avena	Avena sp.
seq_09106	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Cardamine	Cardamine sp.
seq_09169	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Myosotis	Myosotis laxa
seq_09177	Plantae	Tracheophyta	Magnoliopsida	Rosales	Ulmaceae	Ulmus	Ulmus glabra
seq_09279	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Galega	Galega officinalis
seq_09284	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_09306	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Glycine	Glycine max
seq_09315	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Aethusa	Aethusa cynapium
seq_09318	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia stricta
seq_09351	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Digitaria	Digitaria sp.
seq_09369	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Galeopsis	Galeopsis pubescens
seq_09412	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_09448	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Ammi	Ammi majus
seq_09489	Plantae	Bryophyta	Bryopsida	Hypnales	Plagiotheciaceae	Plagiothecium	Plagiothecium curvifolium
seq_09495	Plantae	Tracheophyta	Magnoliopsida	Cornales	Hydrangeaceae	Hydrangea	Hydrangea sp.
seq_09590	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa sp.
seq_09664	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Stellaria	Stellaria media
seq_09697	Plantae	Tracheophyta	Magnoliopsida	Geraniales	Geraniaceae	Geranium	Geranium dissectum
seq_09732	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	Vicia hirsuta
seq_09763	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Pimpinella	Pimpinella saxifraga
seq_09769	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex hirta
seq_09771	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Phleum	Phleum alpinum
seq_09925	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Veronicastrum	Veronicastrum virginicum
seq_09943	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Genista	Genista tinctoria
seq_09972	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Holcus	Holcus lanatus
seq_09975	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Prunella	Prunella vulgaris
seq_10009	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Macleaya	Macleaya microcarpa
seq_10015	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Anacardiaceae	Rhus	Rhus typhina
seq_10016	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Calamagrostis	Calamagrostis pseudophragmites
seq_10057	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Fragaria	Fragaria ananassa
seq_10067	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Primula	Primula sp.
seq_10081	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Jacobaea	Jacobaea vulgaris
seq_10083	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Geum	Geum rivale
seq_10093	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Coronilla	Coronilla varia
seq_10102	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Atriplex	Atriplex patula
seq_10122	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Agrostis	Agrostis gigantea
seq_10142	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Stellaria	Stellaria graminea
seq_10264	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Frangula	Frangula alnus
seq_10361	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Solidago	Solidago gigantea
seq_10421	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus armeniacus
seq_10490	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Pulmonaria	Pulmonaria officinalis
seq_10517	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus spinosa
seq_10534	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Matricaria	Matricaria discoidea
seq_10561	Plantae	Tracheophyta	Magnoliopsida	Ericales	Balsaminaceae	Impatiens	Impatiens parviflora
seq_10608	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Anthoxanthum	Anthoxanthum odoratum
seq_10658	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Capsella	Capsella sp.
seq_10702	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Aizoaceae	Delosperma	Delosperma cooperi
seq_10827	Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	Convolvulus	Convolvulus chinensis
seq_10883	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Veronica	Veronica chamaedrys
seq_10895	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus petraea
seq_10950	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus sp.
seq_10973	Plantae	Bryophyta	Bryopsida	Hypnales	Brachytheciaceae	Eurhynchium	Eurhynchium angustirete
seq_11111	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	Vicia sp.
seq_11129	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Cirsium	Cirsium sp.
seq_11203	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	Vicia sativa
seq_11241	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Pilosella	Pilosella sp.
seq_11327	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Borago	Borago officinalis
seq_11514	Plantae	Bryophyta	Bryopsida	Bryales	Bryaceae	Gemmabryum	Gemmabryum sauteri
seq_11687	Plantae	Tracheophyta	Magnoliopsida	Fagales	Betulaceae	Corylus	Corylus avellana
seq_11829	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae	Tortula	Tortula muralis
seq_11905	Plantae	Tracheophyta	NA	NA	NA	NA	NA
seq_11933	Plantae	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Campylophyllopsis	Campylophyllopsis calcarea
seq_11935	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	Brassica oleracea
seq_11949	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus avium
seq_12037	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Euonymus	Euonymus europaeus
seq_12055	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Crassulaceae	Sedum	Sedum album
seq_12134	Plantae	Tracheophyta	Magnoliopsida	Cornales	Hydrangeaceae	Hydrangea	Hydrangea arborescens
seq_12150	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Taraxacum	Taraxacum schroeterianum
seq_12174	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	Brassica rapa
seq_12262	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Rhinanthus	Rhinanthus alectorolophus
seq_12272	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Glyceria	Glyceria declinata
seq_12343	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Sinapis	Sinapis arvensis
seq_12384	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Panicum	Panicum miliaceum
seq_12420	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Avenula	Avenula pubescens
seq_12463	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Raphanus	Raphanus sp.
seq_12504	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Pastinaca	Pastinaca sativa
seq_12522	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Persicaria	Persicaria amphibia
seq_12610	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Ajuga	Ajuga reptans
seq_12617	Plantae	Tracheophyta	Liliopsida	Poales	Juncaceae	Juncus	Juncus sp.
seq_12650	Plantae	Tracheophyta	Magnoliopsida	Geraniales	Geraniaceae	Geranium	Geranium sylvaticum
seq_12790	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia absinthium
seq_12812	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_12916	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Panicum	Panicum sp.
seq_12925	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia sp.
seq_12945	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Apera	Apera spica-venti
seq_12966	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia sp.
seq_13023	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Rutaceae	Tetradium	Tetradium daniellii
seq_13027	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Alliaria	Alliaria petiolata
seq_13114	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Polygonum	Polygonum sp.
seq_13159	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Berula	Berula erecta
seq_13205	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Buddleja	Buddleja davidii
seq_13224	Plantae	Marchantiophyta	Marchantiopsida	Marchantiales	NA	NA	NA
seq_13234	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Stachys	Stachys recta
seq_13255	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	Rumex acetosa
seq_13277	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Setaria	Setaria sp.
seq_13281	Plantae	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Hygroamblystegium	Hygroamblystegium varium
seq_13291	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Agrostis	Agrostis capillaris
seq_13303	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Festuca	Festuca rubra
seq_13419	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus sp.
seq_13428	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia	Artemisia verlotiorum
seq_13435	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	Ranunculus polyanthemos
seq_13485	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	Rosa rugosa
seq_13612	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Rorippa	Rorippa sylvestris
seq_13680	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Anthyllis	Anthyllis vulneraria
seq_13718	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Koelreuteria	Koelreuteria paniculata
seq_13814	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Hypericaceae	Hypericum	Hypericum hirsutum
seq_13955	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Taraxacum	Taraxacum mongolicum
seq_13976	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Cynodon	Cynodon dactylon
seq_13983	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Phleum	Phleum pratense
seq_14043	Plantae	Tracheophyta	Magnoliopsida	Fagales	Betulaceae	Corylus	Corylus maxima
seq_14083	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Verbenaceae	Verbena	Verbena officinalis
seq_14148	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Aconitum	Aconitum lycoctonum
seq_14192	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae	Weissia	Weissia sp.
seq_14278	Plantae	Tracheophyta	Magnoliopsida	Geraniales	Geraniaceae	Geranium	Geranium robertianum
seq_14289	Plantae	Tracheophyta	Liliopsida	Alismatales	Potamogetonaceae	Potamogeton	Potamogeton sp.
seq_14292	Plantae	Bryophyta	Bryopsida	Orthotrichales	Orthotrichaceae	Orthotrichum	Orthotrichum pallens
seq_14314	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_14346	Plantae	Tracheophyta	Magnoliopsida	Geraniales	Geraniaceae	Geranium	Geranium pusillum
seq_14416	Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum pinnatisectum
seq_14441	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	Trifolium resupinatum
seq_14449	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea	Centaurea scabiosa
seq_14460	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_14490	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_14491	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus rubra
seq_14540	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Cirsium	Cirsium vulgare
seq_14601	Plantae	Tracheophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucurbita	Cucurbita pepo
seq_14652	Plantae	Tracheophyta	Magnoliopsida	Cornales	Hydrangeaceae	Hydrangea	Hydrangea paniculata
seq_14667	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Boraginaceae	Myosotis	Myosotis arvensis
seq_14691	Plantae	Tracheophyta	Magnoliopsida	Cornales	Hydrangeaceae	Hydrangea	Hydrangea longipes
seq_14751	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla indica
seq_14885	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Tamaricaceae	Tamarix	Tamarix sp.
seq_14923	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	NA	NA
seq_15075	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Tilia	Tilia tomentosa
seq_15165	Plantae	Bryophyta	Bryopsida	Hypnales	Leskeaceae	Leskea	Leskea sp.
seq_15228	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Calamagrostis	Calamagrostis varia
seq_15269	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Mentha	Mentha pulegium
seq_15278	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Setaria	Setaria pumila
seq_15317	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Galium	Galium trifidum
seq_15351	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Leontodon	Leontodon hispidus
seq_15428	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex brizoides
seq_15457	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Mycelis	Mycelis muralis
seq_15486	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Rhinanthus	Rhinanthus glacialis
seq_15536	Plantae	Tracheophyta	Magnoliopsida	Cornales	Hydrangeaceae	Hydrangea	Hydrangea quercifolia
seq_15543	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae	Tortella	Tortella tortuosa
seq_15615	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Lolium	Lolium arundinaceum
seq_15700	Plantae	Bryophyta	Bryopsida	Hypnales	Neckeraceae	Alleniella	Alleniella complanata
seq_15725	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	Potentilla sterilis
seq_15819	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica	Brassica napus
seq_15827	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Valeriana	Valeriana officinalis
seq_15898	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Eleocharis	Eleocharis mamillata
seq_15918	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Anthriscus	Anthriscus sylvestris
seq_15989	Plantae	Bryophyta	Bryopsida	Bryales	Bryaceae	Ptychostomum	Ptychostomum funkii
seq_16035	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_16056	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea	Centaurea nervosa
seq_16177	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Senecio	Senecio vulgaris
seq_16220	Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum tuberosum
seq_16350	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Achillea	Achillea millefolium
seq_16386	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tragopogon	Tragopogon orientalis
seq_16481	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Crataegus	Crataegus monogyna
seq_16503	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Mentha	Mentha longifolia
seq_16578	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Raphanus	Raphanus sativus
seq_16615	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Wisteria	Wisteria sinensis
seq_16709	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Ambrosia	Ambrosia artemisiifolia
seq_16783	Plantae	Bryophyta	Bryopsida	Bryales	Bryaceae	Ptychostomum	Ptychostomum sp.
seq_16799	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Molinia	Molinia caerulea
seq_16826	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Mentha	Mentha sp.
seq_16879	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Anthoxanthum	Anthoxanthum sp.
seq_17047	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_17168	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Eriocapitella	Eriocapitella hupehensis
seq_17206	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Panicum	Panicum virgatum
seq_17219	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	Rumex crispus
seq_17402	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Sorghum	Sorghum sp.
seq_17413	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Fragaria	Fragaria sp.
seq_17504	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Dasiphora	Dasiphora fruticosa
seq_17526	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Picris	Picris hieracioides
seq_17563	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Lycopus	Lycopus europaeus
seq_17617	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Hamamelidaceae	Parrotia	Parrotia persica
seq_17676	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium	Cerastium fontanum
seq_17700	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia pratensis
seq_17703	Plantae	Tracheophyta	Liliopsida	Asparagales	Iridaceae	Iris	Iris pseudacorus
seq_17800	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Verbascum	Verbascum sp.
seq_17817	Plantae	Tracheophyta	Magnoliopsida	Fagales	Juglandaceae	Pterocarya	Pterocarya fraxinifolia
seq_17900	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Hypericaceae	Hypericum	Hypericum maculatum
seq_17956	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Eschscholzia	Eschscholzia californica
seq_17965	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_17971	Plantae	Tracheophyta	Magnoliopsida	Malvales	Cistaceae	Helianthemum	Helianthemum apenninum
seq_18063	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies	Abies sp.
seq_18065	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Prunus	Prunus domestica
seq_18122	Plantae	Bryophyta	Bryopsida	Bryales	Bryaceae	Bryum	Bryum neodamense
seq_18191	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Chenopodium	Chenopodium opulifolium
seq_18217	Plantae	Bryophyta	Bryopsida	Hypnales	Scorpidiaceae	Sanionia	Sanionia sp.
seq_18309	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Crassulaceae	Hylotelephium	Hylotelephium telephium
seq_18327	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Hypericaceae	Hypericum	Hypericum perforatum
seq_18463	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Silene	Silene vulgaris
seq_18506	Plantae	Tracheophyta	Magnoliopsida	Rosales	Urticaceae	Urtica	Urtica urens
seq_18524	Plantae	Bryophyta	Bryopsida	Hypnales	Hylocomiaceae	Rhytidiadelphus	Rhytidiadelphus squarrosus
seq_18581	Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae	Calystegia	Calystegia sepium
seq_18593	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	Origanum sp.
seq_18652	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_18657	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	NA	NA
seq_18793	Plantae	Bryophyta	Bryopsida	Hypnales	Brachytheciaceae	Brachythecium	Brachythecium sp.
seq_18794	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	Rumex sanguineus
seq_18831	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Veronica	Veronica serpyllifolia
seq_19025	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	NA	NA
seq_19198	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Olea	Olea europaea
seq_19206	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Crataegus	Crataegus sp.
seq_19220	Plantae	Bryophyta	Bryopsida	Hypnales	Brachytheciaceae	Eurhynchium	Eurhynchium striatum
seq_19241	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Bromus	Bromus hordeaceus
seq_19281	Plantae	Bryophyta	Bryopsida	Bryales	Bryaceae	Ptychostomum	Ptychostomum pseudotriquetrum
seq_19299	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Stellaria	Stellaria sp.
seq_19312	Plantae	Tracheophyta	Liliopsida	Asparagales	Amaryllidaceae	Allium	Allium cepa
seq_19478	Plantae	Bryophyta	Bryopsida	Hypnales	Brachytheciaceae	Brachytheciastrum	Brachytheciastrum sp.
seq_19542	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus montanus
seq_19649	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Lonicera	Lonicera periclymenum
seq_19652	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Anacardiaceae	Anacardium	Anacardium occidentale
seq_19676	Plantae	Tracheophyta	Liliopsida	Alismatales	Potamogetonaceae	Potamogeton	Potamogeton nodosus
seq_19752	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Festuca	Festuca norica
seq_19832	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Matricaria	Matricaria sp.
seq_19970	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Scirpus	Scirpus sylvaticus
seq_20063	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Althaea	Althaea officinalis
seq_20184	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Hypericaceae	Hypericum	Hypericum androsaemum
seq_20186	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Cirsium	Cirsium palustre
seq_20190	Plantae	Tracheophyta	Magnoliopsida	Fagales	Fagaceae	Quercus	Quercus ilex
seq_20197	Plantae	Bryophyta	Bryopsida	Hypnales	Amblystegiaceae	Pseudoamblystegium	Pseudoamblystegium subtile
seq_20244	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Petrorhagia	Petrorhagia saxifraga
seq_20317	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Malva	Malva neglecta
seq_20337	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Chaerophyllum	Chaerophyllum sp.
seq_20469	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Festuca	Festuca quadriflora
seq_20729	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Onagraceae	Circaea	Circaea alpina
seq_20979	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Valeriana	Valeriana sambucifolia
seq_21013	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Persicaria	Persicaria lapathifolia
seq_21055	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex leporina
seq_21084	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Cleomaceae	Tarenaya	Tarenaya houtteana
seq_21181	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae	Weissia	Weissia brachycarpa
seq_21271	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus nigra
seq_21343	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Primula	Primula elatior
seq_21360	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer monspessulanum
seq_21427	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Camelina	Camelina sp.
seq_21428	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex sp.
seq_21496	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex flacca
seq_21516	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Violaceae	Viola	Viola kitaibeliana
seq_21533	Plantae	Tracheophyta	Liliopsida	Poales	Juncaceae	Juncus	Juncus effusus
seq_21538	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Crepis	Crepis paludosa
seq_21575	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Veronicastrum	Veronicastrum sp.
seq_21612	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Atriplex	Atriplex rosea
seq_21712	Plantae	Bryophyta	Polytrichopsida	Polytrichales	Polytrichaceae	Atrichum	Atrichum angustatum
seq_21747	Plantae	Tracheophyta	Liliopsida	Poales	Juncaceae	Juncus	Juncus tenuis
seq_21795	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix	Salix viminalis
seq_21851	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae	Weissia	Weissia controversa
seq_21885	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Anemone	Anemone nemorosa
